"ID-Nome;Sexo;Cidade/Estado;Nascimento;Data de adesão;Tipo;Ultima_compra;Forma_Pagamento;Valor_Gasto"
"429-Isabela Ramos;Feminino;Campo Novo de Rondônia/RO;13/04/1979;12/07/2022;C;16/07/2022;PARCELADO;3180"
"430-Cauã Carvalho;Masculino;Santa Luzia D'Oeste/RO;25/01/1999;18/08/2022;C;22/08/2022;PARCELADO;4618"
"431-Aline Araújo;Feminino;Alto Alegre dos Parecis/RO;10/06/1968;16/07/2022;;11/08/2022;PARCELADO;8899"
"432-Patrícia Freitas;Feminino;Cabixi/RO;28/02/1990;09/08/2022;C;29/09/2022;CARTÃO DE CRÉDITO;789"
"433-Beatriz Souza;Feminino;Cacoal/RO;06/05/1992;08/08/2022;;30/09/2022;PIX;2054"
"434-Fernanda Rezende;Feminino;Urupá/RO;16/05/1965;13/08/2022;C;23/09/2022;PARCELADO;3803"
"435-Isabela Campos;Feminino;Mirante da Serra/RO;14/04/1958;19/08/2022;C;16/09/2022;PARCELADO;3180"
"436-Letícia Mata;Feminino;Nova União/RO;25/07/1987;07/08/2022;C;25/09/2022;PARCELADO;6235"
"437-Sabrina Pires;Feminino;Chupinguaia/RO;22/07/1979;28/07/2022;C;16/08/2022;PARCELADO;1182"
"438-Letícia Rocha;Feminino;Primavera de Rondônia/RO;31/12/1979;17/08/2022;C;22/08/2022;PARCELADO;1556"
"439-Arthur Souza;Masculino;Ouro Preto do Oeste/RO;09/05/1993;06/08/2022;C;10/09/2022;PARCELADO;2054"
"440-Renata Teixeira;Feminino;Seringueiras/RO;08/01/1957;29/07/2022;C;09/09/2022;PIX;789"
"441-Laura Cunha;Feminino;Cacaulândia/RO;08/01/1966;14/07/2022;A;14/07/2022;PARCELADO;2622"
"442-André Azevedo;Masculino;São Miguel do Guaporé/RO;01/10/1965;02/07/2022;C;28/07/2022;CARTÃO DE DÉBITO;2054"
"443-Eduardo Nascimento;Masculino;Machadinho D'Oeste/RO;30/09/1971;04/08/2022;C;14/09/2022;PARCELADO;2054"
"444-Samuel Pires;Masculino;Machadinho D'Oeste/RO;01/03/1976;02/08/2022;C;19/09/2022;PARCELADO;1048"
"445-André Machado;Masculino;Alto Paraíso/RO;10/02/1988;17/08/2022;B;05/09/2022;PARCELADO;8899"
"446-Helena Rezende;Feminino;Governador Jorge Teixeira/RO;10/10/1977;15/08/2022;;03/09/2022;PARCELADO;8899"
"447-Eduardo Ramos;Masculino;Rolim de Moura/RO;15/06/1962;26/07/2022;B;22/09/2022;PARCELADO;2054"
"448-Luana Santos;Feminino;Machadinho D'Oeste/RO;05/02/1961;22/07/2022;A;23/09/2022;PARCELADO;7480"
"449-Márcia Silveira;Feminino;Guajará-Mirim/RO;01/12/1969;26/07/2022;C;06/09/2022;PARCELADO;1556"
"450-Vanessa Ramos;Feminino;Nova União/RO;07/12/1975;27/07/2022;C;29/07/2022;CARTÃO DE CRÉDITO;4618"
"451-Cristiane Mendes;Feminino;Seringueiras/RO;18/02/1956;21/08/2022;A;29/09/2022;PARCELADO;2622"
"452-Camila Oliveira;Feminino;Ji-Paraná/RO;09/07/1959;07/07/2022;C;12/09/2022;PARCELADO;8899"
"453-Sabrina Rocha;Feminino;Machadinho D'Oeste/RO;11/10/1959;03/07/2022;C;24/09/2022;PARCELADO;5150"
"454-Lucas Coelho;Masculino;Buritis/RO;04/04/2003;13/08/2022;;21/08/2022;BOLETO;1556"
"455-Joaquim Silveira;Masculino;Alvorada D'Oeste/RO;14/07/1983;15/07/2022;C;11/08/2022;PARCELADO;1182"
"456-Caio Gomes;Masculino;São Francisco do Guaporé/RO;25/05/1989;04/07/2022;C;17/08/2022;PIX;1620"
"457-Sophia Nascimento;Feminino;Pimenta Bueno/RO;16/08/1955;26/07/2022;C;23/09/2022;PARCELADO;1620"
"458-Diego Azevedo;Masculino;Porto Velho/RO;13/06/1961;05/07/2022;;06/07/2022;PARCELADO;1048"
"459-Vinícius Fonseca;Masculino;Alta Floresta D'Oeste/RO;29/12/1982;30/08/2022;C;18/09/2022;CARTÃO DE CRÉDITO;1182"
"460-André Rocha;Masculino;Nova Brasilândia D'Oeste/RO;07/03/1960;03/08/2022;C;13/08/2022;PARCELADO;8899"
"461-Bryan Carvalho;Masculino;Castanheiras/RO;24/06/1965;05/07/2022;C;28/07/2022;PARCELADO;5150"
"462-João Guilherme Correia;Masculino;Cujubim/RO;11/03/1968;04/07/2022;C;26/07/2022;PARCELADO;1556"
"463-Amanda Cunha;Feminino;Ji-Paraná/RO;02/03/1960;16/08/2022;C;07/09/2022;CARTÃO DE DÉBITO;1048"
"464-Felipe Moreira;Masculino;Primavera de Rondônia/RO;26/07/1970;23/07/2022;B;23/09/2022;BOLETO;8899"
"465-Isabela Fonseca;Feminino;Seringueiras/RO;25/07/1981;12/08/2022;C;13/08/2022;PARCELADO;3803"
"466-João Felipe Duarte;Masculino;Candeias do Jamari/RO;19/09/1972;06/07/2022;A;25/08/2022;PARCELADO;3180"
"467-Fernanda Costa;Feminino;Colorado do Oeste/RO;16/06/1960;03/08/2022;C;22/09/2022;BOLETO;789"
"468-Pedro Azevedo;Masculino;Cacoal/RO;25/09/1978;02/07/2022;;23/09/2022;PARCELADO;6235"
"469-Danilo Vieira;Masculino;Candeias do Jamari/RO;20/12/1993;20/08/2022;C;27/08/2022;BOLETO;1048"
"470-João Guilherme Moraes;Masculino;Nova Brasilândia D'Oeste/RO;14/10/1992;29/07/2022;;10/08/2022;CARTÃO DE DÉBITO;3803"
"471-Daniela Lima;Feminino;Castanheiras/RO;07/12/1994;08/08/2022;;24/09/2022;CARTÃO DE CRÉDITO;6235"
"472-Pietro Coelho;Masculino;Cerejeiras/RO;30/07/1969;14/08/2022;C;14/08/2022;PARCELADO;1620"
"473-Cristiane Monteiro;Feminino;Mirante da Serra/RO;21/11/1980;28/08/2022;;17/09/2022;PARCELADO;1492"
"474-Samuel Moreira;Masculino;Primavera de Rondônia/RO;26/06/1987;09/07/2022;C;02/08/2022;CARTÃO DE DÉBITO;2054"
"475-Rodrigo Castro;Masculino;Guajará-Mirim/RO;24/12/1985;19/08/2022;;08/09/2022;CARTÃO DE CRÉDITO;1048"
"476-Camila Batista;Feminino;São Miguel do Guaporé/RO;07/12/1998;23/07/2022;C;24/07/2022;PARCELADO;1556"
"477-Bruna Azevedo;Feminino;Cacoal/RO;17/04/1965;10/08/2022;;02/09/2022;CARTÃO DE CRÉDITO;1620"
"478-Sophia Pereira;Feminino;Espigão D'Oeste/RO;10/05/1967;06/08/2022;C;07/08/2022;PARCELADO;2054"
"479-Larissa Rocha;Feminino;Novo Horizonte do Oeste/RO;19/04/1958;24/07/2022;A;06/08/2022;PARCELADO;7480"
"480-Amanda Rezende;Feminino;Campo Novo de Rondônia/RO;19/06/1987;01/08/2022;C;27/08/2022;PIX;3180"
"481-Natália Machado;Feminino;São Felipe D'Oeste/RO;01/07/1977;06/08/2022;;05/09/2022;CARTÃO DE CRÉDITO;1556"
"482-Letícia Correia;Feminino;Nova Brasilândia D'Oeste/RO;21/06/1989;16/08/2022;C;21/08/2022;PARCELADO;3803"
"483-Miguel Rocha;Masculino;Parecis/RO;06/02/1968;09/08/2022;C;24/08/2022;PARCELADO;1556"
"484-Pietro Vieira;Masculino;Seringueiras/RO;14/09/1964;02/07/2022;;24/08/2022;PARCELADO;7480"
"485-André Correia;Masculino;Ji-Paraná/RO;29/03/1956;10/08/2022;C;21/08/2022;PARCELADO;5150"
"486-Miguel Batista;Masculino;Guajará-Mirim/RO;11/09/1967;13/07/2022;C;22/07/2022;PARCELADO;2054"
"487-Luana Correia;Feminino;Rolim de Moura/RO;26/03/1960;20/07/2022;A;25/08/2022;PARCELADO;1048"
"488-Matheus Gomes;Masculino;Novo Horizonte do Oeste/RO;10/02/1990;22/07/2022;B;01/08/2022;PARCELADO;4618"
"489-Maria Araújo;Feminino;Cerejeiras/RO;29/05/1970;15/08/2022;A;27/09/2022;BOLETO;1182"
"490-João Lucas Moreira;Masculino;Ouro Preto do Oeste/RO;15/01/1957;22/08/2022;C;17/09/2022;PARCELADO;3180"
"491-Rodrigo Barbosa;Masculino;Alvorada D'Oeste/RO;02/06/1987;21/08/2022;B;30/09/2022;PARCELADO;1182"
"492-Breno Lima;Masculino;Alta Floresta D'Oeste/RO;01/10/1956;02/07/2022;A;31/08/2022;PARCELADO;5150"
"493-Sabrina Pereira;Feminino;Pimenteiras do Oeste/RO;24/10/1991;07/08/2022;C;15/08/2022;CARTÃO DE CRÉDITO;1492"
"494-Matheus Silveira;Masculino;Seringueiras/RO;10/07/1980;05/08/2022;C;14/09/2022;PARCELADO;7480"
"495-Camila Coelho;Feminino;Alto Paraíso/RO;13/11/1959;11/08/2022;C;22/08/2022;CARTÃO DE DÉBITO;2054"
"496-Leonardo Cardoso;Masculino;Castanheiras/RO;02/03/1994;05/08/2022;C;17/08/2022;PIX;789"
"497-Marcelo Lopes;Masculino;Alvorada D'Oeste/RO;03/11/1998;13/08/2022;C;16/08/2022;PARCELADO;1620"
"498-João Guilherme Moraes;Masculino;Governador Jorge Teixeira/RO;15/06/1977;27/08/2022;B;11/09/2022;PIX;4618"
"499-Dr. Bruno Correia;Masculino;Pimenteiras do Oeste/RO;19/04/1990;20/08/2022;C;05/09/2022;PARCELADO;6235"
"500-Manuela Freitas;Feminino;Cabixi/RO;28/04/1995;29/07/2022;C;18/09/2022;PIX;789"
"501-Natália Lopes;Feminino;Vilhena/RO;19/07/1990;27/07/2022;B;21/09/2022;PIX;1620"
"502-Bianca Sales;Feminino;Corumbiara/RO;17/06/1974;11/07/2022;B;30/09/2022;PARCELADO;6235"
"503-Caio Souza;Masculino;Governador Jorge Teixeira/RO;15/07/1979;03/08/2022;B;05/08/2022;PIX;1492"
"504-Nathan Azevedo;Masculino;Nova União/RO;16/01/1983;22/08/2022;A;20/09/2022;CARTÃO DE CRÉDITO;2054"
"505-Patrícia Pereira;Feminino;Buritis/RO;27/12/1956;16/07/2022;C;22/07/2022;PIX;6235"
"506-Carolina Duarte;Feminino;Pimenta Bueno/RO;13/01/1973;18/08/2022;A;01/09/2022;BOLETO;1556"
"507-Patrícia Rezende;Feminino;Chupinguaia/RO;06/10/1963;08/08/2022;A;25/08/2022;PIX;3803"
"508-Raquel Coelho;Feminino;Mirante da Serra/RO;02/02/1985;10/07/2022;C;03/09/2022;PARCELADO;1182"
"509-Nathan Araújo;Masculino;Costa Marques/RO;10/03/2003;17/07/2022;C;23/08/2022;PARCELADO;2054"
"510-Aline Rezende;Feminino;Nova União/RO;03/02/1956;10/07/2022;B;12/08/2022;PARCELADO;3180"
"511-Renata Teixeira;Feminino;Ariquemes/RO;29/12/1958;23/07/2022;A;06/08/2022;PARCELADO;2054"
"512-Pietro Pereira;Masculino;Espigão D'Oeste/RO;19/08/1997;31/07/2022;C;23/08/2022;PARCELADO;1620"
"513-Sophia Carvalho;Feminino;Parecis/RO;11/01/1992;29/07/2022;C;31/08/2022;PARCELADO;789"
"514-Ana Correia;Feminino;Ministro Andreazza/RO;18/08/1975;11/08/2022;C;10/09/2022;PIX;3180"
"515-Nathan Sales;Masculino;Campo Novo de Rondônia/RO;24/03/1955;29/07/2022;C;08/08/2022;PARCELADO;1556"
"516-Rodrigo Machado;Masculino;Nova Mamoré/RO;19/05/1998;14/08/2022;C;06/09/2022;PARCELADO;3180"
"517-Diego Correia;Masculino;São Miguel do Guaporé/RO;27/12/2001;13/08/2022;B;25/08/2022;PARCELADO;2622"
"518-Helena Teixeira;Feminino;Nova União/RO;11/02/1968;20/07/2022;;01/09/2022;CARTÃO DE DÉBITO;1620"
"519-Eduardo Ribeiro;Masculino;Rolim de Moura/RO;22/02/1963;09/07/2022;B;16/08/2022;PARCELADO;1492"
"520-Pietro Oliveira;Masculino;Ji-Paraná/RO;15/10/1987;02/07/2022;C;26/07/2022;PARCELADO;3180"
"521-Maria Souza;Feminino;Cabixi/RO;15/04/1996;03/07/2022;C;05/08/2022;CARTÃO DE CRÉDITO;8899"
"522-Bryan Lima;Masculino;Campo Novo de Rondônia/RO;06/12/1999;13/07/2022;B;31/08/2022;PARCELADO;1620"
"523-Leonardo Gomes;Masculino;Espigão D'Oeste/RO;09/03/1987;09/08/2022;;06/09/2022;PARCELADO;1556"
"524-Larissa Carvalho;Feminino;Rio Crespo/RO;23/09/1975;22/07/2022;C;10/08/2022;PARCELADO;1556"
"525-Juliana Moreira;Feminino;Guajará-Mirim/RO;10/04/1980;29/08/2022;C;10/09/2022;CARTÃO DE CRÉDITO;5150"
"526-Samuel Araújo;Masculino;Castanheiras/RO;22/02/1989;17/08/2022;C;21/08/2022;PARCELADO;1182"
"527-Bianca Cunha;Feminino;Theobroma/RO;03/07/1996;22/07/2022;C;27/07/2022;CARTÃO DE CRÉDITO;5150"
"528-Raquel Sales;Feminino;Costa Marques/RO;25/10/1996;23/08/2022;B;28/08/2022;PARCELADO;2622"
"529-Felipe Vieira;Masculino;Mirante da Serra/RO;17/11/1990;20/08/2022;C;05/09/2022;CARTÃO DE DÉBITO;6235"
"530-Sabrina Fonseca;Feminino;Presidente Médici/RO;16/02/2003;13/07/2022;B;05/09/2022;PIX;4618"
"531-Samuel Cardoso;Masculino;Buritis/RO;01/08/2003;01/08/2022;C;28/09/2022;PIX;4618"
"532-Aline Rocha;Feminino;Guajará-Mirim/RO;09/08/1996;05/08/2022;;11/08/2022;CARTÃO DE DÉBITO;1556"
"533-Amanda Castro;Feminino;Rio Crespo/RO;21/11/1997;19/07/2022;C;24/08/2022;PARCELADO;7480"
"534-Rafael Rezende;Masculino;Nova Mamoré/RO;14/09/1985;26/07/2022;;11/08/2022;PARCELADO;8899"
"535-João Lucas Rocha;Masculino;Novo Horizonte do Oeste/RO;30/07/1982;17/08/2022;C;17/08/2022;PARCELADO;1048"
"536-Pietro Lopes;Masculino;Chupinguaia/RO;30/01/1958;15/08/2022;C;21/08/2022;PIX;3803"
"537-Luana Fonseca;Feminino;Cacaulândia/RO;20/08/1984;11/07/2022;C;22/09/2022;PARCELADO;789"
"538-Renata Rocha;Feminino;Pimenta Bueno/RO;22/01/1968;11/07/2022;A;31/07/2022;PARCELADO;6235"
"539-Mariana Alves;Feminino;Alto Paraíso/RO;23/06/1981;08/08/2022;C;17/08/2022;PARCELADO;5150"
"540-Diego Coelho;Masculino;Cerejeiras/RO;29/12/1991;20/07/2022;B;10/09/2022;PARCELADO;1620"
"541-Nathan Costa;Masculino;Governador Jorge Teixeira/RO;11/07/1985;24/07/2022;;29/08/2022;CARTÃO DE DÉBITO;3803"
"542-Miguel Cunha;Masculino;Urupá/RO;21/08/1959;14/07/2022;C;24/08/2022;PARCELADO;789"
"543-Fernanda Lima;Feminino;Cacaulândia/RO;03/08/1974;09/08/2022;C;22/08/2022;PARCELADO;789"
"544-Luana Nogueira;Feminino;Campo Novo de Rondônia/RO;05/08/1977;06/08/2022;B;10/08/2022;PIX;7480"
"545-João Felipe Ferreira;Masculino;Chupinguaia/RO;04/02/1995;14/08/2022;B;26/08/2022;PIX;3803"
"546-Bruno Ribeiro;Masculino;Pimenteiras do Oeste/RO;25/09/1996;09/08/2022;C;10/09/2022;PARCELADO;1492"
"547-Aline Ribeiro;Feminino;Governador Jorge Teixeira/RO;04/03/2002;21/07/2022;C;02/09/2022;PARCELADO;1182"
"548-João Felipe Martins;Masculino;Cacaulândia/RO;06/08/1986;20/07/2022;C;22/09/2022;BOLETO;6235"
"549-Helena Pires;Feminino;Alto Paraíso/RO;11/02/1964;13/08/2022;C;23/08/2022;CARTÃO DE CRÉDITO;1492"
"550-Laura Freitas;Feminino;Governador Jorge Teixeira/RO;30/07/1980;28/07/2022;C;21/09/2022;PIX;789"
"551-Renata Cardoso;Feminino;Porto Velho/RO;27/07/1976;01/08/2022;C;15/08/2022;BOLETO;1620"
"552-Sophia Costa;Feminino;Santa Luzia D'Oeste/RO;25/09/1957;28/07/2022;C;15/09/2022;CARTÃO DE CRÉDITO;1492"
"553-Isabela Monteiro;Feminino;Colorado do Oeste/RO;08/03/1961;29/07/2022;C;18/09/2022;PARCELADO;3803"
"554-Carolina Nascimento;Feminino;Buritis/RO;18/10/1959;16/07/2022;;30/09/2022;PIX;6235"
"555-Cláudia Fonseca;Feminino;Itapuã do Oeste/RO;18/04/1956;06/07/2022;B;19/07/2022;PARCELADO;3803"
"556-Thales Carvalho;Masculino;Mirante da Serra/RO;18/06/1984;28/08/2022;A;30/08/2022;CARTÃO DE CRÉDITO;789"
"557-Joaquim Cunha;Masculino;Vilhena/RO;11/12/1987;19/07/2022;C;17/08/2022;PARCELADO;1556"
"558-Carolina Costa;Feminino;Costa Marques/RO;11/02/1994;22/08/2022;A;09/09/2022;PIX;1620"
"559-Samuel Sales;Masculino;Ariquemes/RO;12/06/1971;06/07/2022;A;12/09/2022;PARCELADO;8899"
"560-Vítor Barbosa;Masculino;Alto Paraíso/RO;22/08/1968;08/07/2022;C;16/07/2022;CARTÃO DE CRÉDITO;1620"
"561-Mariana Monteiro;Feminino;Teixeirópolis/RO;30/01/1977;13/07/2022;C;03/08/2022;CARTÃO DE DÉBITO;1556"
"562-Márcia Costa;Feminino;Campo Novo de Rondônia/RO;20/11/1990;17/07/2022;;14/08/2022;BOLETO;4618"
"563-Bianca Ribeiro;Feminino;Mirante da Serra/RO;30/04/1956;02/08/2022;C;02/09/2022;PARCELADO;789"
"564-Márcia Moreira;Feminino;Theobroma/RO;19/03/1955;17/07/2022;B;18/09/2022;PIX;5150"
"565-Amanda Gomes;Feminino;Chupinguaia/RO;31/03/1961;17/08/2022;C;27/09/2022;CARTÃO DE CRÉDITO;1492"
"566-Fernanda Ribeiro;Feminino;Governador Jorge Teixeira/RO;28/12/1978;17/08/2022;A;01/09/2022;PARCELADO;4618"
"567-Caio Pereira;Masculino;Santa Luzia D'Oeste/RO;17/02/1973;30/08/2022;C;12/09/2022;PARCELADO;2622"
"568-Felipe Nogueira;Masculino;Theobroma/RO;24/09/1986;18/08/2022;C;13/09/2022;PIX;789"
"569-Caio Nascimento;Masculino;Parecis/RO;12/11/1989;17/08/2022;;27/08/2022;PARCELADO;3803"
"570-Raquel Cunha;Feminino;Novo Horizonte do Oeste/RO;14/11/1990;22/07/2022;C;01/08/2022;PIX;3180"
"571-Nathan Carvalho;Masculino;Campo Novo de Rondônia/RO;28/04/1977;16/08/2022;C;25/08/2022;PIX;1048"
"572-Vinícius Campos;Masculino;Cacaulândia/RO;26/05/1962;13/08/2022;B;20/09/2022;BOLETO;1048"
"573-Manuela Ribeiro;Feminino;Nova União/RO;18/07/1968;04/07/2022;;13/07/2022;PIX;1556"
"574-Daniel Batista;Masculino;Santa Luzia D'Oeste/RO;05/08/1982;20/07/2022;C;21/07/2022;PARCELADO;4618"
"575-Joaquim Pereira;Masculino;São Francisco do Guaporé/RO;06/09/1985;05/07/2022;C;21/08/2022;PIX;4618"
"576-Isabela Pires;Feminino;Cerejeiras/RO;27/11/1963;19/08/2022;B;14/09/2022;PARCELADO;1556"
"577-Sophia Fonseca;Feminino;Ji-Paraná/RO;22/03/1998;24/08/2022;C;06/09/2022;PIX;4618"
"578-Isabela Rocha;Feminino;Cujubim/RO;18/04/1997;14/08/2022;C;31/08/2022;PARCELADO;789"
"579-Arthur Costa;Masculino;Corumbiara/RO;27/10/1987;15/07/2022;C;15/07/2022;BOLETO;6235"
"580-Rodrigo Ferreira;Masculino;Buritis/RO;14/04/1991;12/08/2022;C;23/08/2022;PARCELADO;6235"
"581-Alice Nogueira;Feminino;Cacaulândia/RO;08/02/1994;30/08/2022;C;12/09/2022;PARCELADO;1620"
"582-João Felipe Mendes;Masculino;Presidente Médici/RO;07/01/1970;15/07/2022;C;21/08/2022;PARCELADO;1182"
"583-Diego Alves;Masculino;Itapuã do Oeste/RO;09/07/1985;18/08/2022;C;16/09/2022;PARCELADO;1048"
"584-João Lucas Cardoso;Masculino;Cerejeiras/RO;25/02/1988;28/07/2022;A;03/09/2022;CARTÃO DE DÉBITO;789"
"585-Caio Cardoso;Masculino;Alta Floresta D'Oeste/RO;31/05/1965;17/08/2022;C;23/08/2022;PARCELADO;3180"
"586-Thales Carvalho;Masculino;Porto Velho/RO;30/05/1970;24/08/2022;C;30/09/2022;CARTÃO DE CRÉDITO;3180"
"587-Raul Vieira;Masculino;São Miguel do Guaporé/RO;01/03/1957;06/07/2022;;23/07/2022;PARCELADO;3803"
"588-Vanessa Ramos;Feminino;Costa Marques/RO;12/04/1988;07/07/2022;C;10/07/2022;CARTÃO DE DÉBITO;2054"
"589-Vinícius Pires;Masculino;Itapuã do Oeste/RO;02/07/1962;10/07/2022;C;19/08/2022;CARTÃO DE CRÉDITO;1492"
"590-Eduardo Pereira;Masculino;Corumbiara/RO;12/12/1999;23/08/2022;C;05/09/2022;CARTÃO DE DÉBITO;7480"
"591-Camila Castro;Feminino;Rolim de Moura/RO;02/05/1983;13/07/2022;C;30/09/2022;PARCELADO;8899"
"592-Bryan Rezende;Masculino;Cujubim/RO;27/03/1964;23/08/2022;A;17/09/2022;CARTÃO DE CRÉDITO;3180"
"593-Natália Monteiro;Feminino;Alta Floresta D'Oeste/RO;26/04/1980;11/08/2022;C;17/08/2022;BOLETO;6235"
"594-Eduardo Rezende;Masculino;Governador Jorge Teixeira/RO;10/06/1972;21/08/2022;A;09/09/2022;PARCELADO;8899"
"595-Dr. Raul Sales;Masculino;São Miguel do Guaporé/RO;22/04/1966;05/07/2022;C;24/08/2022;BOLETO;1556"
"596-Sophia Carvalho;Feminino;Vilhena/RO;20/01/1972;25/07/2022;B;15/08/2022;PARCELADO;4618"
"597-Fernanda Azevedo;Feminino;Primavera de Rondônia/RO;08/05/1977;23/07/2022;A;01/09/2022;BOLETO;6235"
"598-Theo Mata;Masculino;Governador Jorge Teixeira/RO;13/03/1986;28/08/2022;C;03/09/2022;PARCELADO;1492"
"599-Pedro Monteiro;Masculino;Espigão D'Oeste/RO;26/07/1973;17/07/2022;A;05/09/2022;PARCELADO;1182"
"600-Breno Azevedo;Masculino;Presidente Médici/RO;09/03/1958;07/08/2022;C;22/08/2022;PIX;2054"
"601-Henrique Gomes;Masculino;Nova Mamoré/RO;21/08/1982;23/07/2022;C;29/08/2022;PARCELADO;6235"
"602-Pietro Correia;Masculino;Santa Luzia D'Oeste/RO;18/02/1973;14/07/2022;A;09/09/2022;BOLETO;1556"
"603-Beatriz Coelho;Feminino;Cacoal/RO;05/03/1971;29/07/2022;;08/09/2022;CARTÃO DE DÉBITO;1182"
"604-Daniela Barbosa;Feminino;Ouro Preto do Oeste/RO;09/08/1995;20/07/2022;C;25/07/2022;CARTÃO DE CRÉDITO;1048"
"605-Manuela Azevedo;Feminino;São Miguel do Guaporé/RO;26/12/1963;26/07/2022;B;13/08/2022;PARCELADO;2622"
"606-Aline Freitas;Feminino;Vale do Paraíso/RO;08/04/1973;10/08/2022;A;10/08/2022;PARCELADO;1620"
"607-Caio Monteiro;Masculino;São Miguel do Guaporé/RO;16/06/1985;20/07/2022;B;26/07/2022;PARCELADO;4618"
"608-Ana Moreira;Feminino;São Miguel do Guaporé/RO;14/12/1969;19/07/2022;C;22/09/2022;PARCELADO;2622"
"609-Ana Mata;Feminino;Ouro Preto do Oeste/RO;29/09/1963;06/07/2022;C;31/08/2022;PARCELADO;789"
"610-Rafael Souza;Masculino;Corumbiara/RO;13/03/1969;12/08/2022;C;10/09/2022;PARCELADO;1048"
"611-Caio Mendes;Masculino;Primavera de Rondônia/RO;21/04/1982;02/07/2022;B;15/09/2022;CARTÃO DE CRÉDITO;1048"
"612-Laura Cunha;Feminino;Cacaulândia/RO;01/08/1955;11/07/2022;;14/07/2022;PARCELADO;6235"
"613-Pedro Batista;Masculino;São Miguel do Guaporé/RO;03/07/1961;16/07/2022;C;19/07/2022;PIX;1048"
"614-Rafael Silveira;Masculino;Pimenteiras do Oeste/RO;21/03/1975;15/08/2022;A;29/09/2022;BOLETO;3180"
"615-Patrícia Moraes;Feminino;Primavera de Rondônia/RO;17/12/1999;24/07/2022;C;13/08/2022;PIX;3180"
"616-Daniel Castro;Masculino;Primavera de Rondônia/RO;22/04/1970;03/07/2022;C;29/08/2022;CARTÃO DE DÉBITO;6235"
"617-Fernanda Cardoso;Feminino;Parecis/RO;05/05/1958;10/08/2022;B;31/08/2022;PARCELADO;789"
"618-Joaquim Freitas;Masculino;Ariquemes/RO;28/01/1993;13/07/2022;B;16/07/2022;PARCELADO;2622"
"619-Bryan Santos;Masculino;Vale do Anari/RO;17/03/1978;08/07/2022;C;10/08/2022;PARCELADO;6235"
"620-Isabela Cunha;Feminino;Cujubim/RO;25/01/1972;30/07/2022;C;06/08/2022;PARCELADO;1048"
"621-Arthur Duarte;Masculino;Alta Floresta D'Oeste/RO;13/03/1964;26/08/2022;C;22/09/2022;PARCELADO;6235"
"622-Mariana Mendes;Feminino;Governador Jorge Teixeira/RO;02/11/1966;08/08/2022;A;16/09/2022;PARCELADO;5150"
"623-Daniel Pereira;Masculino;Jaru/RO;07/03/1991;15/08/2022;B;27/09/2022;PARCELADO;1620"
"624-André Azevedo;Masculino;Urupá/RO;05/08/1989;25/08/2022;A;08/09/2022;PIX;5150"
"625-Raquel Barbosa;Feminino;Pimenta Bueno/RO;15/09/1980;02/07/2022;C;16/07/2022;CARTÃO DE CRÉDITO;3180"
"626-Lucas Monteiro;Masculino;Parecis/RO;31/05/1965;24/08/2022;;24/08/2022;PARCELADO;4618"
"627-Débora Machado;Feminino;São Francisco do Guaporé/RO;17/09/1995;11/07/2022;;05/09/2022;CARTÃO DE CRÉDITO;7480"
"628-Raquel Teixeira;Feminino;Cujubim/RO;05/08/1979;21/07/2022;C;11/09/2022;PARCELADO;6235"
"629-Débora Teixeira;Feminino;São Miguel do Guaporé/RO;02/10/1955;16/07/2022;;25/09/2022;PIX;2622"
"630-Nicolas Teixeira;Masculino;Theobroma/RO;09/06/1972;08/08/2022;C;19/09/2022;BOLETO;1048"
"631-Natália Costa;Feminino;Novo Horizonte do Oeste/RO;20/10/1955;22/08/2022;C;29/08/2022;PIX;6235"
"632-Fernanda Ferreira;Feminino;São Francisco do Guaporé/RO;09/04/1981;29/07/2022;B;16/09/2022;PIX;1048"
"633-Débora Castro;Feminino;Rolim de Moura/RO;05/10/2000;25/08/2022;C;25/09/2022;CARTÃO DE CRÉDITO;4618"
"634-Samuel Mata;Masculino;Cerejeiras/RO;29/03/1982;10/08/2022;A;30/08/2022;PIX;7480"
"635-Vinícius Vieira;Masculino;Cujubim/RO;13/06/1970;30/08/2022;C;01/09/2022;BOLETO;2622"
"636-Beatriz Moraes;Feminino;Porto Velho/RO;05/07/1997;27/08/2022;C;03/09/2022;PARCELADO;6235"
"637-Márcia Martins;Feminino;Cacaulândia/RO;26/11/1977;25/08/2022;A;19/09/2022;PARCELADO;2622"
"638-Aline Moreira;Feminino;Teixeirópolis/RO;09/10/1963;05/07/2022;;05/09/2022;BOLETO;4618"
"639-Larissa Pires;Feminino;Alvorada D'Oeste/RO;25/01/1970;09/07/2022;C;15/08/2022;PARCELADO;1048"
"640-Bryan Correia;Masculino;Mirante da Serra/RO;27/02/1987;02/07/2022;C;20/09/2022;PARCELADO;1182"
"641-Gustavo Correia;Masculino;Cujubim/RO;15/05/1997;21/08/2022;B;22/09/2022;PARCELADO;1182"
"642-Joaquim Teixeira;Masculino;Parecis/RO;27/02/1980;06/08/2022;C;17/08/2022;PARCELADO;3180"
"643-Priscila Coelho;Feminino;Ariquemes/RO;25/08/1962;26/07/2022;C;02/08/2022;PARCELADO;1492"
"644-Leonardo Campos;Masculino;Presidente Médici/RO;04/04/1955;24/08/2022;C;21/09/2022;PIX;3803"
